"Record ID","Date and Time (SLT)","Temperature (C)","Humidity (%)","Air Quality (Gas)","Temperature Status","Humidity Status","Air Quality Status",Source,"Motor ON (Sprinkler)","Motor Run Time (sec)","Fan ON (Cooling)","Fan Run Time (sec)","Trigger Reason","Device ID",Notes
183,"2026-03-23 19:31:01",32.90,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,118,temperature,ESP32-ZONE-A,
184,"2026-03-23 19:31:18",32.90,70.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,135,temperature,ESP32-ZONE-A,
185,"2026-03-23 19:31:35",32.90,70.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,151,temperature,ESP32-ZONE-A,
186,"2026-03-23 19:31:52",33.00,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,168,temperature,ESP32-ZONE-A,
187,"2026-03-23 19:32:08",33.00,69.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,185,temperature,ESP32-ZONE-A,
188,"2026-03-23 19:32:25",33.00,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,202,temperature,ESP32-ZONE-A,
189,"2026-03-23 19:32:42",33.00,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,219,temperature,ESP32-ZONE-A,
190,"2026-03-23 19:32:59",33.00,69.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,235,temperature,ESP32-ZONE-A,
191,"2026-03-23 19:33:15",33.00,69.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,252,temperature,ESP32-ZONE-A,
192,"2026-03-23 19:33:32",33.00,69.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,269,temperature,ESP32-ZONE-A,
193,"2026-03-23 19:33:49",33.00,69.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,285,temperature,ESP32-ZONE-A,
194,"2026-03-23 19:34:06",33.00,69.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,302,temperature,ESP32-ZONE-A,
195,"2026-03-23 19:34:22",33.00,69.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,319,temperature,ESP32-ZONE-A,
196,"2026-03-23 19:34:39",33.00,69.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,336,temperature,ESP32-ZONE-A,
197,"2026-03-23 19:34:56",33.00,69.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,353,temperature,ESP32-ZONE-A,
198,"2026-03-23 19:35:13",33.00,69.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,369,temperature,ESP32-ZONE-A,
199,"2026-03-23 19:35:29",33.00,69.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,386,temperature,ESP32-ZONE-A,
200,"2026-03-23 19:35:46",33.00,69.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,403,temperature,ESP32-ZONE-A,
201,"2026-03-23 19:36:03",33.00,69.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,419,temperature,ESP32-ZONE-A,
202,"2026-03-23 19:36:19",33.00,69.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,436,temperature,ESP32-ZONE-A,
203,"2026-03-23 19:36:36",33.00,69.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,453,temperature,ESP32-ZONE-A,
204,"2026-03-23 19:36:53",33.00,69.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,470,temperature,ESP32-ZONE-A,
205,"2026-03-23 19:37:09",33.00,69.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,486,temperature,ESP32-ZONE-A,
206,"2026-03-23 19:37:26",33.00,69.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,503,temperature,ESP32-ZONE-A,
207,"2026-03-23 19:37:43",33.00,69.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,519,temperature,ESP32-ZONE-A,
208,"2026-03-23 19:37:59",33.00,69.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,536,temperature,ESP32-ZONE-A,
209,"2026-03-23 19:38:16",33.00,69.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,553,temperature,ESP32-ZONE-A,
210,"2026-03-23 19:38:33",33.10,69.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,570,temperature,ESP32-ZONE-A,
211,"2026-03-23 19:38:50",33.10,69.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,586,temperature,ESP32-ZONE-A,
212,"2026-03-23 19:39:06",33.10,69.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,603,temperature,ESP32-ZONE-A,
213,"2026-03-23 19:39:23",33.10,69.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,620,temperature,ESP32-ZONE-A,
214,"2026-03-23 19:39:40",33.10,69.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,636,temperature,ESP32-ZONE-A,
215,"2026-03-23 19:39:57",33.10,69.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,653,temperature,ESP32-ZONE-A,
216,"2026-03-23 19:40:13",33.10,69.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,670,temperature,ESP32-ZONE-A,
217,"2026-03-23 19:40:30",33.10,69.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,687,temperature,ESP32-ZONE-A,
218,"2026-03-23 19:40:47",33.10,69.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,704,temperature,ESP32-ZONE-A,
219,"2026-03-23 19:41:03",33.10,69.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,720,temperature,ESP32-ZONE-A,
220,"2026-03-23 19:41:20",33.10,69.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,737,temperature,ESP32-ZONE-A,
221,"2026-03-23 19:41:37",33.20,69.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,753,temperature,ESP32-ZONE-A,
222,"2026-03-23 19:41:53",33.20,69.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,770,temperature,ESP32-ZONE-A,
223,"2026-03-23 19:42:10",33.20,69.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,787,temperature,ESP32-ZONE-A,
224,"2026-03-23 19:42:27",33.20,69.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,804,temperature,ESP32-ZONE-A,
225,"2026-03-23 19:42:43",33.20,69.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,820,temperature,ESP32-ZONE-A,
226,"2026-03-23 19:43:00",33.20,69.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,837,temperature,ESP32-ZONE-A,
227,"2026-03-23 19:43:17",33.20,69.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,854,temperature,ESP32-ZONE-A,
228,"2026-03-23 19:43:33",33.20,68.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,870,temperature,ESP32-ZONE-A,
229,"2026-03-23 19:43:50",33.20,69.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,887,temperature,ESP32-ZONE-A,
230,"2026-03-23 19:44:07",33.20,69.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,903,temperature,ESP32-ZONE-A,
231,"2026-03-23 19:44:23",33.10,69.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,920,temperature,ESP32-ZONE-A,
232,"2026-03-23 19:44:40",33.20,69.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,937,temperature,ESP32-ZONE-A,
233,"2026-03-23 19:44:57",33.10,69.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,954,temperature,ESP32-ZONE-A,
234,"2026-03-23 19:45:14",33.20,69.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,970,temperature,ESP32-ZONE-A,
235,"2026-03-23 19:45:30",33.10,69.40,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,987,temperature,ESP32-ZONE-A,
236,"2026-03-23 19:45:47",33.20,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1004,temperature,ESP32-ZONE-A,
237,"2026-03-23 19:46:04",33.20,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1020,temperature,ESP32-ZONE-A,
238,"2026-03-23 19:46:20",33.20,69.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1037,temperature,ESP32-ZONE-A,
239,"2026-03-23 19:46:37",33.20,69.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1054,temperature,ESP32-ZONE-A,
240,"2026-03-23 19:46:54",33.20,69.50,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1071,temperature,ESP32-ZONE-A,
241,"2026-03-23 19:47:11",33.20,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1087,temperature,ESP32-ZONE-A,
242,"2026-03-23 19:47:27",33.20,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1104,temperature,ESP32-ZONE-A,
243,"2026-03-23 19:47:44",33.20,69.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1121,temperature,ESP32-ZONE-A,
244,"2026-03-23 19:48:01",33.20,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1138,temperature,ESP32-ZONE-A,
245,"2026-03-23 19:48:17",33.20,69.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1154,temperature,ESP32-ZONE-A,
246,"2026-03-23 19:48:34",33.30,69.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1171,temperature,ESP32-ZONE-A,
247,"2026-03-23 19:48:51",33.20,69.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1188,temperature,ESP32-ZONE-A,
248,"2026-03-23 19:49:07",33.20,68.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1204,temperature,ESP32-ZONE-A,
249,"2026-03-23 19:49:24",33.20,68.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1221,temperature,ESP32-ZONE-A,
250,"2026-03-23 19:49:41",33.20,68.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1238,temperature,ESP32-ZONE-A,
251,"2026-03-23 19:49:58",33.20,69.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1255,temperature,ESP32-ZONE-A,
252,"2026-03-23 19:50:14",33.20,69.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1271,temperature,ESP32-ZONE-A,
